exercise,round,rest
"Push-up + Shoulder tap x20
Squat x20",2,10
"Push-up 1 hand x5
Push-up x10
Piston Squat x6
Nhón chân x30",3,60
"Decline Push-up x12
1 feet squat x20
Bấm ngón chân x40",3,50
"Push-up beetween 2 chairs x12
Asymmetric push 10-5-5
Wide squat hold 10-10-5",3,20
"Lean planche push-up hold 1s x10
Reverse snow angel x10
Crunch x20",3,30
"Nâng vai giữa 10-5-5
Simulator Pull-up 10-5-5
Bycicle x20",3,30
"Row with band x15
Biceps x15
Leg lower plus 10-5-5",3,20
