exercise,round,rest
Squat x15,2,30
Jump Squat x15,3,120
Squat x20,3,120
Row x15,4,60
Plank to Push-Up x10,4,90
ABS: Crunch x20,2,30
ABS: Bicycle x15 (slow),3,30
ABS: Flutter x15 (slow),3,30
