exercise,round,rest
"Khởi động vai x15
Simulator of Pull-Up x10",2,10
"Push-up x5
Knee push-up x7
Reverse snow angel x10",3,60
"Đẩy vai với dây x12
Row with band x10",3,50
"Leg: Squat kiễng chân x20
ABS: Crunch x15",3,40
"Leg: Bước chân lên ghế x6
ABS: Bycicle x20",3,40
"Leg: Bước chân lên ghế x6
ABS: Bycicle x20",3,40
"Leg: Ngồi xuống ghế x6
ABS: Leg lower plus 10-5-5",3,30
Giãn cơ,1,30
